ID,Type,Species,Capture Method,Date,Time,Latitude,Longitude,Sex,Notch Pattern,Name,Found,Active,Exposure,Microhabitat,Habitat Notes,Emergent Vegetation,Submergent Vegetation,Water Depth,Notes
2906,tracked turtle,Terrapene ornata,Telemetry,5/12/21,11:01:52,41.34086451,-91.08945152,Female,"1,3L1,3R",Cinco,Found,Active,50,On Land,,,,,
2893,tracked turtle,Terrapene ornata,Telemetry,5/13/21,11:34:42,41.34085092,-91.08944683,Female,"1,3L1,3R",Cinco,Found,Not Active,10,On Land,,,,,
2924,tracked turtle,Terrapene ornata,Telemetry,5/14/21,10:50:31,41.3408094,-91.08947581,Female,"1,3L1,3R",Cinco,Found,Not Active,25,On Land,,,,,
2954,tracked turtle,Terrapene ornata,Telemetry,5/16/21,11:42:13,41.34085266,-91.08940992,Female,"1,3L1,3R",Cinco,Found,Active,90,On Land,,,,,
3023,tracked turtle,Terrapene ornata,Telemetry,5/19/21,11:06:31,41.34104556,-91.08929943,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
3088,tracked turtle,Terrapene ornata,Telemetry,5/20/21,13:11:56,41.34110378,-91.08971059,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
3197,tracked turtle,Terrapene ornata,Telemetry,5/22/21,12:40:20,41.34086525,-91.09013189,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,Turtle sex!
3248,tracked turtle,Terrapene ornata,Telemetry,5/24/21,12:37:22,41.34111621,-91.08990811,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
3352,tracked turtle,Terrapene ornata,Telemetry,5/26/21,13:33:41,41.34205175,-91.090396,Female,"1,3L1,3R",Cinco,Found,Not Active,20,On Land,,,,,
3388,tracked turtle,Terrapene ornata,Telemetry,5/29/21,12:59:34,41.34185448,-91.08970868,Female,"1,3L1,3R",Cinco,Found,Active,90,On Land,,,,,
3423,tracked turtle,Terrapene ornata,Telemetry,5/30/21,12:32:12,41.34190733,-91.0894263,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
3455,tracked turtle,Terrapene ornata,Telemetry,6/1/21,11:27:28,41.34192577,-91.08954834,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
3677,tracked turtle,Terrapene ornata,Telemetry,6/6/21,13:17:17,41.34088461,-91.08596667,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,,,,,
3706,tracked turtle,Terrapene ornata,Telemetry,6/7/21,12:54:11,41.34047272,-91.085201,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,,,,,
3745,tracked turtle,Terrapene ornata,Telemetry,6/8/21,11:30:46,41.34106778,-91.08442903,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
3777,tracked turtle,Terrapene ornata,Telemetry,6/9/21,11:50:28,41.33814905,-91.08414927,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
3816,tracked turtle,Terrapene ornata,Telemetry,6/11/21,12:02:57,41.33634993,-91.08355713,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,,,,,
3877,tracked turtle,Terrapene ornata,Telemetry,6/13/21,11:53:36,41.34070987,-91.08704443,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,,,,,
3910,tracked turtle,Terrapene ornata,Telemetry,6/14/21,9:51:44,41.34108168,-91.08870441,Female,"1,3L1,3R",Cinco,Not Found,Not Active,0,On Land,,,,,
4013,tracked turtle,Terrapene ornata,Telemetry,6/18/21,9:25:29,41.34110008,-91.0887114,Female,"1,3L1,3R",Cinco,Not Found,Not Active,0,On Land,,,,,
4087,tracked turtle,Terrapene ornata,Telemetry,6/23/21,9:38:56,41.34120692,-91.08889934,Female,"1,3L1,3R",Cinco,Found,Not Active,25,On Land,,,,,
4186,tracked turtle,Terrapene ornata,Telemetry,7/2/21,11:04:14,41.34122816,-91.08907096,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,,,,,deceased
2828,tracked turtle,Terrapene ornata,Telemetry,5/8/21,11:23:06,41.33352106,-91.08280439,Female,"1,9,11L",Siete,Found,Not Active,25,On Land,,,,,
2837,tracked turtle,Terrapene ornata,Telemetry,5/9/21,10:20:52,41.33352813,-91.08282499,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
2855,tracked turtle,Terrapene ornata,Telemetry,5/10/21,10:07:10,41.33352108,-91.08281781,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
2901,tracked turtle,Terrapene ornata,Telemetry,5/12/21,9:50:06,41.33349558,-91.08282372,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
2885,tracked turtle,Terrapene ornata,Telemetry,5/13/21,10:25:27,41.33356952,-91.08283334,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
2946,tracked turtle,Terrapene ornata,Telemetry,5/16/21,10:22:19,41.33351058,-91.08287443,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
3006,tracked turtle,Terrapene ornata,Telemetry,5/17/21,10:23:12,41.33355945,-91.0828104,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,slightly different shrub
3019,tracked turtle,Terrapene ornata,Telemetry,5/19/21,10:25:01,41.33351476,-91.08282276,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
3071,tracked turtle,Terrapene ornata,Telemetry,5/20/21,10:56:30,41.33360553,-91.08254156,Female,"1,9,11L",Siete,Found,Active,90,On Land,,,,,hey look she moved a little
3128,tracked turtle,Terrapene ornata,Telemetry,5/21/21,10:56:47,41.33350161,-91.08288968,Female,"1,9,11L",Siete,Found,Active,90,On Land,,,,,
3203,tracked turtle,Terrapene ornata,Telemetry,5/23/21,9:55:03,41.33347705,-91.08288183,Female,"1,9,11L",Siete,Found,Active,90,On Land,,,,,
3306,tracked turtle,Terrapene ornata,Telemetry,5/25/21,10:57:47,41.33353523,-91.08265741,Female,"1,9,11L",Siete,Found,Active,100,"Lentic (river, creek)",,,,,
3381,tracked turtle,Terrapene ornata,Telemetry,5/29/21,10:52:25,41.33346583,-91.08289478,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
3429,tracked turtle,Terrapene ornata,Telemetry,5/31/21,10:43:52,41.33347762,-91.08293086,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
3500,tracked turtle,Terrapene ornata,Telemetry,6/2/21,11:20:45,41.33354508,-91.08281465,Female,"1,9,11L",Siete,Found,Active,0,On Land,,,,,
3537,tracked turtle,Terrapene ornata,Telemetry,6/3/21,14:37:48,41.33361352,-91.0827347,Female,"1,9,11L",Siete,Found,Not Active,10,On Land,,,,,
3668,tracked turtle,Terrapene ornata,Telemetry,6/6/21,11:09:55,41.33351252,-91.0837038,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,
3702,tracked turtle,Terrapene ornata,Telemetry,6/7/21,11:47:24,41.33358906,-91.08472994,Female,"1,9,11L",Siete,Found,Active,0,On Land,,,,,
3743,tracked turtle,Terrapene ornata,Telemetry,6/8/21,10:40:07,41.3328303,-91.08462825,Female,"1,9,11L",Siete,Found,Not Active,20,On Land,,,,,
3755,tracked turtle,Terrapene ornata,Visual Encounter,6/9/21,7:49:14,41.33276551,-91.08473595,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
3824,tracked turtle,Terrapene ornata,Telemetry,6/11/21,9:26:00,41.33280073,-91.08458374,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,
3846,tracked turtle,Terrapene ornata,Telemetry,6/12/21,10:25:58,41.33285324,-91.08475615,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,Trying to get under the fence back into the preserve 
3881,tracked turtle,Terrapene ornata,Telemetry,6/13/21,9:48:30,41.33283088,-91.0845852,Female,"1,9,11L",Siete,Not Found,Not Active,0,On Land,,,,,
3980,tracked turtle,Terrapene ornata,Telemetry,6/17/21,9:54:36,41.33501403,-91.08072445,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
4080,tracked turtle,Terrapene ornata,Telemetry,6/23/21,8:45:32,41.33519422,-91.08052836,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,
4175,tracked turtle,Terrapene ornata,Telemetry,7/2/21,10:00:47,41.33519468,-91.08073769,Female,"1,9,11L",Siete,Found,Not Active,95,On Land,,,,,
4344,tracked turtle,Terrapene ornata,Telemetry,7/12/21,10:56:02,41.33526413,-91.08050374,Female,"1,9,11L",Siete,Found,Active,50,On Land,,,,,
4529,tracked turtle,Terrapene ornata,Telemetry,7/20/21,10:12:08,41.33477,-91.080755,Female,"1,9,11L",Siete,Found,Active,25,On Land,,,,,
4554,tracked turtle,Terrapene ornata,Telemetry,7/27/21,9:28:16,41.33518227,-91.08042098,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,
4581,tracked turtle,Terrapene ornata,Telemetry,8/4/21,12:42:49,41.33527672,-91.08056758,Female,"1,9,11L",Siete,Found,Active,0,On Land,,,,,was buried
4594,tracked turtle,Terrapene ornata,Telemetry,8/11/21,9:25:18,41.33518381,-91.08067372,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
4615,tracked turtle,Terrapene ornata,Telemetry,8/19/21,9:07:36,41.33480614,-91.08070677,Female,"1,9,11L",Siete,Found,Active,100,On Land,,,,,
4648,tracked turtle,Terrapene ornata,Telemetry,8/26/21,9:22:29,41.33520311,-91.08048289,Female,"1,9,11L",Siete,Found,Active,80,On Land,,,,,
4674,tracked turtle,Terrapene ornata,Telemetry,9/1/21,8:51:07,41.33489097,-91.08054911,Female,"1,9,11L",Siete,Found,Not Active,50,On Land,,,,,
4692,tracked turtle,Terrapene ornata,Telemetry,9/8/21,10:52:17,41.33430846,-91.08141236,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,
4687,tracked turtle,Terrapene ornata,Telemetry,9/15/21,10:46:42,41.33381452,-91.08184663,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,
4730,tracked turtle,Terrapene ornata,Telemetry,9/22/21,10:38:49,41.33380505,-91.08175585,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,
4740,tracked turtle,Terrapene ornata,Telemetry,9/29/21,10:17:10,41.33374797,-91.08195433,Female,"1,9,11L",Siete,Not Found,Not Active,0,On Land,,,,,
4765,tracked turtle,Terrapene ornata,Telemetry,10/6/21,9:52:01,41.33376733,-91.08196146,Female,"1,9,11L",Siete,Not Found,Not Active,0,On Land,,,,,
4794,tracked turtle,Terrapene ornata,Telemetry,11/4/21,10:52:38,41.33373824,-91.0819131,Female,"1,9,11L",Siete,Not Found,Not Active,0,On Land,,,,,
4868,tracked turtle,Terrapene ornata,Telemetry,5/12/22,11:09:02,41.33407382,-91.08048491,Female,"1,9,11L",Siete,Found,Not Active,0,On Land,,,,,removed transmitter
4881,tracked turtle,Terrapene ornata,Telemetry,5/12/22,11:17:19,41.33411166,-91.08087919,Female,"1,9,11L",Siete,Found,Not Active,5,On Land,,,,,removed datalogger and tranmsitter
2488,tracked turtle,Terrapene ornata,Telemetry,4/20/21,11:22:09,41.34038752,-91.08680481,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,1in below surface,,,,
2493,tracked turtle,Terrapene ornata,Telemetry,4/21/21,10:51:27,41.34030821,-91.08684739,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,bnm,,,,
2500,tracked turtle,Terrapene ornata,Telemetry,4/22/21,11:38:50,41.34035057,-91.08683742,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,2in deep,,,,
2508,tracked turtle,Terrapene ornata,Telemetry,4/23/21,9:54:44,41.34072061,-91.08697794,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,2in deep,,,,
2513,tracked turtle,Terrapene ornata,Telemetry,4/24/21,9:33:29,41.34058446,-91.08701771,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,no movent,,,,
2520,tracked turtle,Terrapene ornata,Telemetry,4/25/21,9:57:44,41.34069027,-91.08688483,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,bnm,,,,
2528,tracked turtle,Terrapene ornata,Telemetry,4/26/21,10:32:44,41.34092409,-91.08747375,Female,"12L2,9,10R",Sies,Found,Not Active,30,On Land,,,,,
2540,tracked turtle,Terrapene ornata,Telemetry,4/27/21,10:49:06,41.34116363,-91.08798822,Female,"12L2,9,10R",Sies,Found,Not Active,5,On Land,in form,,,,
2568,tracked turtle,Terrapene ornata,Telemetry,4/28/21,10:19:11,41.3410376,-91.08834069,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
2584,tracked turtle,Terrapene ornata,Telemetry,4/29/21,9:49:37,41.3412514,-91.08940285,Female,"12L2,9,10R",Sies,Found,Not Active,100,On Land,,,,,
2621,tracked turtle,Terrapene ornata,Telemetry,4/30/21,10:02:09,41.34143784,-91.0892759,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
2639,tracked turtle,Terrapene ornata,Telemetry,5/1/21,10:02:30,41.34142214,-91.0894087,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
2661,tracked turtle,Terrapene ornata,Telemetry,5/3/21,11:43:49,41.34474079,-91.09322151,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
2698,tracked turtle,Terrapene ornata,Telemetry,5/4/21,10:19:43,41.34482679,-91.09343792,Female,"12L2,9,10R",Sies,Found,Not Active,90,On Land,,,,,
2747,tracked turtle,Terrapene ornata,Telemetry,5/5/21,15:27:30,41.34511721,-91.09412346,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
2748,tracked turtle,Terrapene ornata,Telemetry,5/6/21,8:00:26,41.34513429,-91.09413423,Female,"12L2,9,10R",Sies,Found,Not Active,25,On Land,,,,,
2813,tracked turtle,Terrapene ornata,Telemetry,5/7/21,12:41:48,41.34562381,-91.09339355,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
2834,tracked turtle,Terrapene ornata,Telemetry,5/8/21,13:06:14,41.34591109,-91.0934232,Female,"12L2,9,10R",Sies,Found,Not Active,25,On Land,,,,,
2842,tracked turtle,Terrapene ornata,Telemetry,5/9/21,11:57:17,41.34587154,-91.09344532,Female,"12L2,9,10R",Sies,Found,Not Active,5,On Land,,,,,
2864,tracked turtle,Terrapene ornata,Telemetry,5/10/21,11:42:58,41.34586307,-91.09343671,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
2909,tracked turtle,Terrapene ornata,Telemetry,5/12/21,11:33:05,41.34688174,-91.09432253,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
2895,tracked turtle,Terrapene ornata,Telemetry,5/13/21,12:07:50,41.34734698,-91.0956942,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
2927,tracked turtle,Terrapene ornata,Telemetry,5/14/21,11:25:21,41.34737184,-91.09586619,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
2978,tracked turtle,Terrapene ornata,Telemetry,5/16/21,12:14:45,41.34766557,-91.09601799,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
3060,tracked turtle,Terrapene ornata,Telemetry,5/19/21,12:41:52,41.34716174,-91.09534325,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
3091,tracked turtle,Terrapene ornata,Telemetry,5/20/21,13:28:45,41.34713754,-91.09537651,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
3249,tracked turtle,Terrapene ornata,Telemetry,5/24/21,12:56:21,41.34736995,-91.09575893,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,under grass,,,,
3355,tracked turtle,Terrapene ornata,Telemetry,5/26/21,14:46:34,41.34703404,-91.09542095,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
3390,tracked turtle,Terrapene ornata,Telemetry,5/29/21,13:35:55,41.34753427,-91.09554433,Female,"12L2,9,10R",Sies,Found,Active,100,"Lentic (river, creek)",,,,,
3488,tracked turtle,Terrapene ornata,Telemetry,6/2/21,13:12:01,41.34762049,-91.09576089,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
3587,tracked turtle,Terrapene ornata,Telemetry,6/4/21,14:49:41,41.34763364,-91.09570055,Female,"12L2,9,10R",Sies,Found,Not Active,0,"Lentic (river, creek)",,,,,
3678,tracked turtle,Terrapene ornata,Telemetry,6/6/21,13:32:23,41.34749299,-91.09575095,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
3710,tracked turtle,Terrapene ornata,Telemetry,6/7/21,13:43:28,41.34752175,-91.09565309,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,
3775,tracked turtle,Terrapene ornata,Telemetry,6/9/21,11:16:04,41.34584743,-91.09489228,Female,"12L2,9,10R",Sies,Found,Not Active,15,On Land,,,,,
3814,tracked turtle,Terrapene ornata,Telemetry,6/11/21,10:39:50,41.34493011,-91.0934679,Female,"12L2,9,10R",Sies,Found,Not Active,5,On Land,,,,,
3875,tracked turtle,Terrapene ornata,Telemetry,6/13/21,11:08:09,41.34481192,-91.09251432,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
4022,tracked turtle,Terrapene ornata,Telemetry,6/18/21,10:31:25,41.34622146,-91.09522833,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
4098,tracked turtle,Terrapene ornata,Telemetry,6/23/21,11:10:59,41.34164831,-91.08971882,Female,"12L2,9,10R",Sies,Found,Active,50,On Land,,,,,
4187,tracked turtle,Terrapene ornata,Telemetry,7/2/21,11:15:28,41.34122216,-91.08956682,Female,"12L2,9,10R",Sies,Found,Active,0,On Land,,,,,
4357,tracked turtle,Terrapene ornata,Telemetry,7/12/21,12:16:10,41.34180727,-91.08928316,Female,"12L2,9,10R",Sies,Found,Active,50,On Land,,,,,was covered by grass before i tampled it down
4547,tracked turtle,Terrapene ornata,Telemetry,7/21/21,14:51:28,41.34264277,-91.09059563,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
4574,tracked turtle,Terrapene ornata,Telemetry,8/4/21,10:21:42,41.34317286,-91.09087562,Female,"12L2,9,10R",Sies,Found,Active,50,On Land,,,,,
4602,tracked turtle,Terrapene ornata,Telemetry,8/11/21,9:57:45,41.34312471,-91.09087065,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,very tall grass
4629,tracked turtle,Terrapene ornata,Telemetry,8/19/21,9:48:32,41.34313819,-91.09087832,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,
4643,tracked turtle,Terrapene ornata,Telemetry,8/26/21,10:01:26,41.34134839,-91.08695524,Female,"12L2,9,10R",Sies,Found,Active,90,On Land,,,,,
4666,tracked turtle,Terrapene ornata,Telemetry,9/1/21,9:28:39,41.34125238,-91.08697771,Female,"12L2,9,10R",Sies,Found,Not Active,5,On Land,,,,,
4695,tracked turtle,Terrapene ornata,Telemetry,9/8/21,12:16:57,41.34082585,-91.08701778,Female,"12L2,9,10R",Sies,Found,Active,5,On Land,,,,,
4711,tracked turtle,Terrapene ornata,Telemetry,9/15/21,11:16:57,41.34089504,-91.08701362,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,
4722,tracked turtle,Terrapene ornata,Telemetry,9/22/21,11:19:17,41.3406442,-91.0876024,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
4752,tracked turtle,Terrapene ornata,Telemetry,9/29/21,10:54:55,41.34057763,-91.08746103,Female,"12L2,9,10R",Sies,Found,Not Active,0,On Land,,,,,
4770,tracked turtle,Terrapene ornata,Telemetry,10/6/21,10:13:18,41.34037214,-91.08674484,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,
4795,tracked turtle,Terrapene ornata,Telemetry,11/4/21,11:22:40,41.34031716,-91.08687862,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,
4804,tracked turtle,Terrapene ornata,Telemetry,4/19/22,10:38:52,41.34035926,-91.08685743,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,still buried
4822,tracked turtle,Terrapene ornata,Telemetry,4/30/22,11:45:09,41.34041524,-91.08684885,Female,"12L2,9,10R",Sies,Not Found,Not Active,0,On Land,,,,,
4900,tracked turtle,Terrapene ornata,Telemetry,5/15/22,15:21:39,41.34273249,-91.09038252,Female,"12L2,9,10R",Sies,Found,Active,100,On Land,,,,,
2848,tracked turtle,Terrapene ornata,Telemetry,5/9/21,11:16:46,41.34088134,-91.08968253,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
2862,tracked turtle,Terrapene ornata,Telemetry,5/10/21,10:55:38,41.34083249,-91.0901199,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
2907,tracked turtle,Terrapene ornata,Telemetry,5/12/21,11:04:03,41.34083879,-91.08995812,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
2894,tracked turtle,Terrapene ornata,Telemetry,5/13/21,11:37:39,41.34099249,-91.08969703,Male,"2,9L10R",Nueve,Found,Not Active,50,On Land,,,,,
2925,tracked turtle,Terrapene ornata,Telemetry,5/14/21,10:56:05,41.34110683,-91.0898769,Male,"2,9L10R",Nueve,Found,Active,50,On Land,,,,,
2955,tracked turtle,Terrapene ornata,Telemetry,5/16/21,11:42:45,41.34124808,-91.09036572,Male,"2,9L10R",Nueve,Found,Active,50,On Land,,,,,exposure based on before grass got pushed down
3022,tracked turtle,Terrapene ornata,Telemetry,5/19/21,11:04:13,41.34084462,-91.08993878,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
3116,tracked turtle,Terrapene ornata,Telemetry,5/20/21,13:15:42,41.34076563,-91.08996986,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
3273,tracked turtle,Terrapene ornata,Telemetry,5/24/21,12:39:45,41.34081047,-91.09008889,Male,"2,9L10R",Nueve,Found,Active,80,On Land,,,,,
3335,tracked turtle,Terrapene ornata,Telemetry,5/26/21,14:55:31,41.34122184,-91.09087659,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,,,,,under log
3389,tracked turtle,Terrapene ornata,Telemetry,5/29/21,13:12:20,41.34096391,-91.09016357,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
3465,tracked turtle,Terrapene ornata,Telemetry,6/1/21,11:34:03,41.34068862,-91.08951009,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,in Rakin trap
3508,tracked turtle,Terrapene ornata,Telemetry,6/2/21,12:46:01,41.34121867,-91.09076112,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,,,,,
3540,tracked turtle,Terrapene ornata,Telemetry,6/3/21,15:38:46,41.3408393,-91.08998009,Male,"2,9L10R",Nueve,Found,Active,80,On Land,,,,,Nuevo
3909,tracked turtle,Terrapene ornata,Telemetry,6/14/21,9:46:40,41.34069954,-91.09005002,Male,"2,9L10R",Nueve,Found,Active,90,On Land,,,,,
4014,tracked turtle,Terrapene ornata,Telemetry,6/18/21,9:29:34,41.34085521,-91.08997351,Male,"2,9L10R",Nueve,Found,Not Active,30,On Land,,,,,
4088,tracked turtle,Terrapene ornata,Telemetry,6/23/21,9:43:17,41.34087315,-91.08985782,Male,"2,9L10R",Nueve,Not Found,Not Active,0,On Land,,,,,
4188,tracked turtle,Terrapene ornata,Telemetry,7/2/21,11:17:41,41.34085167,-91.09001506,Male,"2,9L10R",Nueve,Found,Not Active,25,On Land,,,,,
4359,tracked turtle,Terrapene ornata,Telemetry,7/12/21,12:24:20,41.3410328,-91.08969798,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,,,,,
4540,tracked turtle,Terrapene ornata,Telemetry,7/21/21,14:33:02,41.34078474,-91.08993401,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,downloaded datalogger,,,,"downloaded data logger
"
4572,tracked turtle,Terrapene ornata,Telemetry,8/4/21,9:41:07,41.34075663,-91.08986372,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,,,,,
4611,tracked turtle,Terrapene ornata,Telemetry,8/11/21,9:58:18,41.34078076,-91.08984984,Male,"2,9L10R",Nueve,Found,Not Active,10,On Land,,,,,
4617,tracked turtle,Terrapene ornata,Telemetry,8/19/21,9:47:27,41.34081073,-91.08974674,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,,,,,
4651,tracked turtle,Terrapene ornata,Telemetry,8/26/21,9:59:09,41.34101332,-91.09011319,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,Right next to another ornate on the other side of the log
4676,tracked turtle,Terrapene ornata,Telemetry,9/1/21,9:26:36,41.34086278,-91.08981094,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
4683,tracked turtle,Terrapene ornata,Telemetry,9/8/21,11:56:12,41.3408272,-91.08965906,Male,"2,9L10R",Nueve,Found,Active,50,On Land,,,,,
4688,tracked turtle,Terrapene ornata,Telemetry,9/15/21,11:13:59,41.34076291,-91.08976878,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,,,,,
4725,tracked turtle,Terrapene ornata,Telemetry,9/22/21,11:31:16,41.34078458,-91.08955135,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
4755,tracked turtle,Terrapene ornata,Telemetry,9/29/21,11:03:27,41.3406949,-91.08838266,Male,"2,9L10R",Nueve,Found,Active,50,On Land,,,,,
4772,tracked turtle,Terrapene ornata,Telemetry,10/6/21,10:23:48,41.34055629,-91.08757826,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
4786,tracked turtle,Terrapene ornata,Telemetry,11/4/21,11:29:45,41.34077108,-91.08555278,Male,"2,9L10R",Nueve,Found,Not Active,0,On Land,,,,,
4802,tracked turtle,Terrapene ornata,Telemetry,4/19/22,10:30:16,41.34083989,-91.0856713,Male,"2,9L10R",Nueve,Not Found,Not Active,0,On Land,,,,,still buried
4836,tracked turtle,Terrapene ornata,Telemetry,4/30/22,13:07:51,41.34072819,-91.08902312,Male,"2,9L10R",Nueve,Found,Active,100,On Land,,,,,
2530,tracked turtle,Terrapene ornata,On The Fence,4/26/21,10:43:28,41.340365,-91.087378,Male,"3,11L1,11R",Dos,Found,Active,100,On Land,,,,,315.7g with transmitter
2543,tracked turtle,Terrapene ornata,Telemetry,4/27/21,12:22:07,41.34036065,-91.08857024,Male,"3,11L1,11R",Dos,Found,Active,50,On Land,passing through cedar tree,,,,
2544,tracked turtle,Terrapene ornata,Other,4/27/21,9:30:00,41.340365,-91.087378,Male,"3,11L1,11R",Dos,Found,Active,100,On Land,,,,,Released after affixing transmitter.
2560,tracked turtle,Terrapene ornata,Telemetry,4/28/21,9:05:55,41.34041172,-91.08845216,Male,"3,11L1,11R",Dos,Found,Not Active,80,On Land,hidden slightly by cedar branches.  Same location as last record yesterday.,,,,
2581,tracked turtle,Terrapene ornata,Telemetry,4/29/21,8:46:44,41.34042981,-91.08890421,Male,"3,11L1,11R",Dos,Found,Not Active,0,On Land,,,,,exposed once you get under the tree.
2616,tracked turtle,Terrapene ornata,Telemetry,4/30/21,9:09:06,41.33997543,-91.09108936,Male,"3,11L1,11R",Dos,Found,Not Active,0,On Land,,,,,
2635,tracked turtle,Terrapene ornata,Telemetry,5/1/21,8:53:18,41.3400618,-91.09103923,Male,"3,11L1,11R",Dos,Found,Not Active,20,On Land,,,,,
2664,tracked turtle,Terrapene ornata,Telemetry,5/2/21,8:48:19,41.34031582,-91.09285072,Male,"3,11L1,11R",Dos,Found,Not Active,10,On Land,,,,,
2697,tracked turtle,Terrapene ornata,Telemetry,5/4/21,9:54:23,41.34025869,-91.09306424,Male,"3,11L1,11R",Dos,Found,Not Active,0,On Land,in form under cedar tree,,,,
