ID,Type,Species,Capture Method,Date,Time,Latitude,Longitude,Sex,Notch Pattern,Name,Found,Active,Exposure,Microhabitat,Habitat Notes,Emergent Vegetation,Submergent Vegetation,Water Depth,Notes
2487,tracked turtle,Terrapene ornata,Telemetry,4/20/21,11:14:25,41.34044313,-91.08687335,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,about 4in deep,,,,
2494,tracked turtle,Terrapene ornata,Telemetry,4/21/21,10:52:38,41.34048442,-91.08684983,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,bnm,,,,
2501,tracked turtle,Terrapene ornata,Telemetry,4/22/21,11:40:31,41.34044129,-91.08688284,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,3in deep,,,,
2507,tracked turtle,Terrapene ornata,Telemetry,4/23/21,9:49:15,41.34051426,-91.08702368,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,1in deep loose sand,,,,
2514,tracked turtle,Terrapene ornata,Telemetry,4/24/21,9:35:06,41.34054202,-91.08706537,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,no movemnt,,,,
2521,tracked turtle,Terrapene ornata,Telemetry,4/25/21,9:58:42,41.34064352,-91.08691638,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,bnm,,,,
2529,tracked turtle,Terrapene ornata,Telemetry,4/26/21,10:34:47,41.34041859,-91.08702976,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,bnm,,,,
2541,tracked turtle,Terrapene ornata,Telemetry,4/27/21,10:52:36,41.34043924,-91.08729482,Female,"1,3L1,3R",Cinco,Found,Not Active,15,On Land,,,,,
2569,tracked turtle,Terrapene ornata,Telemetry,4/28/21,10:23:15,41.34044381,-91.08726462,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,buried,,,,
2585,tracked turtle,Terrapene ornata,Telemetry,4/29/21,9:54:09,41.34062399,-91.08765049,Female,"1,3L1,3R",Cinco,Found,Active,75,On Land,just coming out of form,,,,
2620,tracked turtle,Terrapene ornata,Telemetry,4/30/21,10:00:11,41.34076007,-91.08903585,Female,"1,3L1,3R",Cinco,Found,Not Active,75,On Land,,,,,
2638,tracked turtle,Terrapene ornata,Telemetry,5/1/21,9:50:40,41.34083436,-91.08972427,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
2683,tracked turtle,Terrapene ornata,Telemetry,5/2/21,11:05:04,41.34110506,-91.090066,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
2660,tracked turtle,Terrapene ornata,Telemetry,5/3/21,11:16:07,41.34082658,-91.08976975,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
2711,tracked turtle,Terrapene ornata,Telemetry,5/4/21,12:07:21,41.34066269,-91.0895766,Female,"1,3L1,3R",Cinco,Found,Active,85,On Land,,,,,
2746,tracked turtle,Terrapene ornata,Telemetry,5/5/21,14:41:21,41.34072448,-91.08970571,Female,"1,3L1,3R",Cinco,Found,Not Active,5,On Land,,,,,
2759,tracked turtle,Terrapene ornata,Telemetry,5/6/21,12:53:55,41.34071521,-91.08975033,Female,"1,3L1,3R",Cinco,Found,Not Active,50,On Land,,,,,
2812,tracked turtle,Terrapene ornata,Telemetry,5/7/21,12:12:19,41.34088726,-91.08989506,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
2832,tracked turtle,Terrapene ornata,Telemetry,5/8/21,12:22:20,41.34084259,-91.08945626,Female,"1,3L1,3R",Cinco,Found,Not Active,40,On Land,,,,,
2840,tracked turtle,Terrapene ornata,Telemetry,5/9/21,11:11:09,41.34079964,-91.08950418,Female,"1,3L1,3R",Cinco,Found,Not Active,0,On Land,,,,,
2861,tracked turtle,Terrapene ornata,Telemetry,5/10/21,10:54:55,41.34085903,-91.08940213,Female,"1,3L1,3R",Cinco,Found,Active,100,On Land,,,,,
